member,下載,type,text,規格書
P05,已下載,CBL,發票號碼驗証  ,
P54,已下載,CBL,CONVERT A NUMBERINTOEDITED-STRING,
P55,已下載,CBL,CONVERT A NUMBERINTOEDITED-STRING(PARM1-3),
P56,已下載,CBL,CONVERT A DATE '//  ',
P57,已下載,CBL,CONVERT A NUMBERINTOcharacter (PARM1-3),
